John G. Richardson , PERSON , 2009_ocr_10.2307_40267998.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
1979 , DATE , 2012_ocr_10.2307_23249193.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
1977 , DATE , 2012_ocr_10.2307_23249193.txt.out
1966 , DATE , 2012_ocr_10.2307_23249193.txt.out
1968 , DATE , 2012_ocr_10.2307_23249193.txt.out
1972 , DATE , 2012_ocr_10.2307_23249193.txt.out
.729 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Malcolm McLaren , PERSON , 2012_ocr_10.2307_23249193.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
.30 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
McLaren , PERSON , 2012_ocr_10.2307_23249193.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
London , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
100 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
31 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
28 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Rogowiecki , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warszawie , PERSON , 2012_ocr_10.2307_23249193.txt.out
June , DATE , 2012_ocr_10.2307_23249193.txt.out
29 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
December , DATE , 2012_ocr_10.2307_23249193.txt.out
June , DATE , 2012_ocr_10.2307_23249193.txt.out
Gajewski , PERSON , 2012_ocr_10.2307_23249193.txt.out
English , MISC , 2012_ocr_10.2307_23249193.txt.out
1968 , DATE , 2012_ocr_10.2307_23249193.txt.out
30 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
G. Marcus , PERSON , 2012_ocr_10.2307_23249193.txt.out
Cambridge , LOCATION , 2012_ocr_10.2307_23249193.txt.out
McLaren , PERSON , 2012_ocr_10.2307_23249193.txt.out
31 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Dqbrowska , PERSON , 2012_ocr_10.2307_23249193.txt.out
Przelaj , LOCATION , 2012_ocr_10.2307_23249193.txt.out
4 , DATE , 2012_ocr_10.2307_23249193.txt.out
1981 , DATE , 2012_ocr_10.2307_23249193.txt.out
440 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Pole , MISC , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
20 , MONEY , 2012_ocr_10.2307_23249193.txt.out
cent , MONEY , 2012_ocr_10.2307_23249193.txt.out
50 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
.32 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
.33 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
30 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
32 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
1354 , DATE , 2012_ocr_10.2307_23249193.txt.out
936 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
923/65 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Solidarity , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
33 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Catholic Church , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
four , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Ministry of Chemical , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Savitor , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polton , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Rogot , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Arston , LOCATION , 2012_ocr_10.2307_23249193.txt.out
54 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
34 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Informacja , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
June , DATE , 2012_ocr_10.2307_23249193.txt.out
 , DATE , 2012_ocr_10.2307_23249193.txt.out
746 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
908/125 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
442 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Tonpress , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
.35 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Brygada Kryzys , PERSON , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
3.8 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
ten , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
.37 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Tonpress , PERSON , 2012_ocr_10.2307_23249193.txt.out
'38 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
35 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Lizut , PERSON , 2012_ocr_10.2307_23249193.txt.out
2003 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
36 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Proniewicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Fonografia Jaka , PERSON , 2012_ocr_10.2307_23249193.txt.out
October , DATE , 2012_ocr_10.2307_23249193.txt.out
 , DATE , 2012_ocr_10.2307_23249193.txt.out
1143 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
924/167 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
37 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Bojanowicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
May , DATE , 2012_ocr_10.2307_23249193.txt.out
38 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Wiernik , PERSON , 2012_ocr_10.2307_23249193.txt.out
^ , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Magazyn Muzyczny , PERSON , 2012_ocr_10.2307_23249193.txt.out
August , DATE , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
1981 , DATE , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polskie Nagrania , PERSON , 2012_ocr_10.2307_23249193.txt.out
29 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
24 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
.39 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
ten , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polskie Nagrania , PERSON , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
326236 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
ten , NUMBER , 2012_ocr_10.2307_23249193.txt.out
45770.40 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
One , NUMBER , 2012_ocr_10.2307_23249193.txt.out
.42 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
East European , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
39 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Kretkiewicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Notatka Siuzbowa , PERSON , 2012_ocr_10.2307_23249193.txt.out
1983 , DATE , 2012_ocr_10.2307_23249193.txt.out
1354 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
536 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
897/88 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
40 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Bojanowicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Nott Stop , PERSON , 2012_ocr_10.2307_23249193.txt.out
April , DATE , 2012_ocr_10.2307_23249193.txt.out
41 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Communist Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
One , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Pawei Wyrzykowski , PERSON , 2012_ocr_10.2307_23249193.txt.out
6 , DATE , 2012_ocr_10.2307_23249193.txt.out
1986 , DATE , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Jarocin , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1988 , DATE , 2012_ocr_10.2307_23249193.txt.out
Festiwalu Muzyki Rockowej , PERSON , 2012_ocr_10.2307_23249193.txt.out
88 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
April , DATE , 2012_ocr_10.2307_23249193.txt.out
 , DATE , 2012_ocr_10.2307_23249193.txt.out
1799 , DATE , 2012_ocr_10.2307_23249193.txt.out
982/145 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
42 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Bojanowicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polski Rynek Ptytowy , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
March , DATE , 2012_ocr_10.2307_23249193.txt.out
444 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
48 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1985 , DATE , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Savitor , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polton , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Rogot , PERSON , 2012_ocr_10.2307_23249193.txt.out
1986 , DATE , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Rogot , PERSON , 2012_ocr_10.2307_23249193.txt.out
Maanam , PERSON , 2012_ocr_10.2307_23249193.txt.out
1986 , DATE , 2012_ocr_10.2307_23249193.txt.out
Marek Jackowski , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish Jazz Union , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Tomasz Tluczkiewicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
PRL , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
43 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Brzozowicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
August , DATE , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
.44 , DURATION , 2012_ocr_10.2307_23249193.txt.out
three month , DURATION , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
Trojka , LOCATION , 2012_ocr_10.2307_23249193.txt.out
16 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
17.45 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish Radio , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980 , DATE , 2012_ocr_10.2307_23249193.txt.out
'46 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
44 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1.5 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Wydziat Organizacji Spolecznych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Sportu , PERSON , 2012_ocr_10.2307_23249193.txt.out
Mlodziezy , PERSON , 2012_ocr_10.2307_23249193.txt.out
1354 , DATE , 2012_ocr_10.2307_23249193.txt.out
Warszawie Pion Srodowiskowy , PERSON , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
45 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
III , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1984 , DATE , 2012_ocr_10.2307_23249193.txt.out
1354 , DATE , 2012_ocr_10.2307_23249193.txt.out
Warszawie Pion Srodowiskowy , PERSON , 2012_ocr_10.2307_23249193.txt.out
Archiwum Akt Nowych , PERSON , 2012_ocr_10.2307_23249193.txt.out
Warsaw , LOCATION , 2012_ocr_10.2307_23249193.txt.out
46 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Wiernik , PERSON , 2012_ocr_10.2307_23249193.txt.out
April , DATE , 2012_ocr_10.2307_23249193.txt.out
446 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
.47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
.48 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Third Program , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
third , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
Rozglosnia Harcerska , PERSON , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Pawel Sito , PERSON , 2012_ocr_10.2307_23249193.txt.out
Scouting Broadcast , LOCATION , 2012_ocr_10.2307_23249193.txt.out
.49 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Zwiqzek Harcerstwa Polskiego , PERSON , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
48 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
A. Matalowska , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polityka , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
1984 , DATE , 2012_ocr_10.2307_23249193.txt.out
Z. Kiszakiewicz , PERSON , 2012_ocr_10.2307_23249193.txt.out
Czarny , PERSON , 2012_ocr_10.2307_23249193.txt.out
Rock Estrada , PERSON , 2012_ocr_10.2307_23249193.txt.out
January , DATE , 2012_ocr_10.2307_23249193.txt.out
49 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Love , PERSON , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
one , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
One , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Marek Niedzwiecki , PERSON , 2012_ocr_10.2307_23249193.txt.out
Third Program , MISC , 2012_ocr_10.2307_23249193.txt.out
'50 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
1980s , NUMBER , 2012_ocr_10.2307_23249193.txt.out
East European , MISC , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Hungary , LOCATION , 2012_ocr_10.2307_23249193.txt.out
50 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Statuch , PERSON , 2012_ocr_10.2307_23249193.txt.out
April , DATE , 2012_ocr_10.2307_23249193.txt.out
 , DATE , 2012_ocr_10.2307_23249193.txt.out
448 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
47 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
2 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
1982 , DATE , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
.51 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Maanam , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Rogot , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Eastern Europe , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
51 , NUMBER , 2012_ocr_10.2307_23249193.txt.out
USA , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Polish , MISC , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Party , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
first , ORDINAL , 2012_ocr_10.2307_23249193.txt.out
1980s , DATE , 2012_ocr_10.2307_23249193.txt.out
Raymond Patton , PERSON , 2012_ocr_10.2307_23249193.txt.out
Drury University , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Springfield , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Missouri , LOCATION , 2012_ocr_10.2307_23249193.txt.out
USA , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Poland , LOCATION , 2012_ocr_10.2307_23249193.txt.out
Last Decade of Communism , MISC , 2012_ocr_10.2307_23249193.txt.out
University of Michigan 2011 , ORGANIZATION , 2012_ocr_10.2307_23249193.txt.out
Eiko Maruko Siniawer , PERSON , 2012_ocr_10.2307_41678902.txt.out
State , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
Modern Japan , LOCATION , 2012_ocr_10.2307_41678902.txt.out
afternoon , TIME , 2012_ocr_10.2307_41678902.txt.out
1919 , DATE , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
Tokyo , LOCATION , 2012_ocr_10.2307_41678902.txt.out
Tokonami Takej , PERSON , 2012_ocr_10.2307_41678902.txt.out
Kansai-area , MISC , 2012_ocr_10.2307_41678902.txt.out
Dai Nihon Kokusuikai -LRB- Greater Japan National Essence Association , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
October , DATE , 2012_ocr_10.2307_41678902.txt.out
late , DATE , 2012_ocr_10.2307_41678902.txt.out
1920s , DATE , 2012_ocr_10.2307_41678902.txt.out
Russian Revolution , MISC , 2012_ocr_10.2307_41678902.txt.out
Peter Frost , PERSON , 2012_ocr_10.2307_41678902.txt.out
Andrew Gordon , PERSON , 2012_ocr_10.2307_41678902.txt.out
Bob Jackall , PERSON , 2012_ocr_10.2307_41678902.txt.out
Jim Wood , PERSON , 2012_ocr_10.2307_41678902.txt.out
Columbia University Seminar on Modern Japan , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
Carol Gluck , PERSON , 2012_ocr_10.2307_41678902.txt.out
Laura Neitzel , PERSON , 2012_ocr_10.2307_41678902.txt.out
Greg Pflugfelder , PERSON , 2012_ocr_10.2307_41678902.txt.out
Eiko Maruko Siniawer , PERSON , 2012_ocr_10.2307_41678902.txt.out
Department of History , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
Williams College , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
Willamstown , LOCATION , 2012_ocr_10.2307_41678902.txt.out
01267 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
45 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
3 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
2012 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
623-641 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
10.1 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
1 20 © , NUMBER , 2012_ocr_10.2307_41678902.txt.out
201 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
Oxford University Press , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
624 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
2012 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
one , NUMBER , 2012_ocr_10.2307_41678902.txt.out
1920s , DATE , 2012_ocr_10.2307_41678902.txt.out
1930s , DATE , 2012_ocr_10.2307_41678902.txt.out
Japan , LOCATION , 2012_ocr_10.2307_41678902.txt.out
Béatrice Hibou , PERSON , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
Hibou , PERSON , 2012_ocr_10.2307_41678902.txt.out
4 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
Hibou , PERSON , 2012_ocr_10.2307_41678902.txt.out
Charles Tilly , PERSON , 2012_ocr_10.2307_41678902.txt.out
Japan , LOCATION , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
1920s , DATE , 2012_ocr_10.2307_41678902.txt.out
1930s , DATE , 2012_ocr_10.2307_41678902.txt.out
Japan , LOCATION , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
twentieth , ORDINAL , 2012_ocr_10.2307_41678902.txt.out
625 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
Tokonami , PERSON , 2012_ocr_10.2307_41678902.txt.out
October , DATE , 2012_ocr_10.2307_41678902.txt.out
Home Ministry , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
Tokugawa , MISC , 2012_ocr_10.2307_41678902.txt.out
1600-1868 , DATE , 2012_ocr_10.2307_41678902.txt.out
.5 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
Tokugawa , MISC , 2012_ocr_10.2307_41678902.txt.out
.7 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
twentieth , ORDINAL , 2012_ocr_10.2307_41678902.txt.out
1920s , DATE , 2012_ocr_10.2307_41678902.txt.out
1930s , DATE , 2012_ocr_10.2307_41678902.txt.out
One , NUMBER , 2012_ocr_10.2307_41678902.txt.out
Yoshida Isokichi , PERSON , 2012_ocr_10.2307_41678902.txt.out
House of Representatives , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
one , NUMBER , 2012_ocr_10.2307_41678902.txt.out
.8 , NUMBER , 2012_ocr_10.2307_41678902.txt.out
Yakuza-State Networks , ORGANIZATION , 2012_ocr_10.2307_41678902.txt.out
Japanese , MISC , 2012_ocr_10.2307_41678902.txt.out
